Date,Account Ticker,Stock Ticker,Cusip,Security Description,Shares,Price,Market Value
9/4/15,VLLV,IFF,459506101,INTL FLAVORS & FRAGRANCES,356,109.46,"38,967.76"
9/4/15,VLLV,INTU,461202103,INTUIT INC,396,86.04,"34,071.84"
9/4/15,VLLV,JNJ,478160104,JOHNSON & JOHNSON,338,92.64,"31,312.32"
9/4/15,VLLV,K,487836108,KELLOGG CO,542,67.33,"36,492.86"
9/4/15,VLLV,KMB,494368103,KIMBERLY-CLARK CORP,307,105.64,"32,431.48"
9/4/15,VLLV,LH,50540R409,LABORATORY CRP OF AMER HLDGS,316,117.52,"37,136.32"
9/4/15,VLLV,LANC,513847103,LANCASTER COLONY CORP,385,97.87,"37,679.95"
9/4/15,VLLV,LLY,532457108,ELI LILLY & CO,501,81.6,"40,881.60"
9/4/15,VLLV,LMT,539830109,LOCKHEED MARTIN CORP,185,205.2,"37,962.00"
9/4/15,VLLV,MGEE,55277P104,MGE ENERGY INC,782,38.56,"30,153.92"
9/4/15,VLLV,MKL,570535104,MARKEL CORP,53,823.59,"43,650.27"
9/4/15,VLLV,MKC,579780206,MCCORMICK & CO-NON VTG SHRS,482,80.08,"38,598.56"
9/4/15,VLLV,MCD,580135101,MCDONALD'S CORP,378,96.01,"36,291.78"
9/4/15,VLLV,MCK,58155Q103,MCKESSON CORP,167,194.97,"32,559.99"
9/4/15,VLLV,MRK,58933Y105,MERCK & CO. INC.,579,52.65,"30,484.35"
9/4/15,VLLV,MSFT,594918104,MICROSOFT CORP,765,43.5,"33,277.50"
9/4/15,VLLV,MSI,620076307,MOTOROLA SOLUTIONS INC,541,65.11,"35,224.51"
9/4/15,VLLV,NJR,646025106,NEW JERSEY RESOURCES CORP,1173,27.7,"32,492.10"
9/4/15,VLLV,NKE,654106103,NIKE INC -CL B,376,110.85,"41,679.60"
9/4/15,VLLV,NOC,666807102,NORTHROP GRUMMAN CORP,242,164.65,"39,845.30"
9/4/15,VLLV,NWN,667655104,NORTHWEST NATURAL GAS CO,720,42.79,"30,808.80"
9/4/15,VLLV,NVS,66987V109,NOVARTIS AG-SPONSORED ADR,381,95.36,"36,332.16"
9/4/15,VLLV,NVO,670100205,NOVO-NORDISK A/S-SPONS ADR,833,55.16,"45,948.28"
9/4/15,VLLV,OGE,670837103,OGE ENERGY CORP,1006,27.2,"27,363.20"
9/4/15,VLLV,ORCL,68389X105,ORACLE CORP,809,36.9,"29,852.10"
9/4/15,VLLV,PPG,693506107,PPG INDUSTRIES INC,313,93.98,"29,415.74"
9/4/15,VLLV,PAYX,704326107,PAYCHEX INC,759,44.7,"33,927.30"
9/4/15,VLLV,PEP,713448108,PEPSICO INC,375,92.13,"34,548.75"
9/4/15,VLLV,PFE,717081103,PFIZER INC,1111,31.89,"35,429.79"
9/4/15,VLLV,PNW,723484101,PINNACLE WEST CAPITAL,510,58.27,"29,717.70"
9/4/15,VLLV,PX,74005P104,PRAXAIR INC,284,103.01,"29,254.84"
9/4/15,VLLV,PCP,740189105,PRECISION CASTPARTS CORP,151,229.71,"34,686.21"
9/4/15,VLLV,PG,742718109,PROCTER & GAMBLE CO/THE,390,69.93,"27,272.70"
9/4/15,VLLV,PEG,744573106,PUBLIC SERVICE ENTERPRISE GP,853,39.36,"33,574.08"
9/4/15,VLLV,PSA,74460D109,PUBLIC STORAGE,182,203.25,"36,991.50"
9/4/15,VLLV,QCOM,747525103,QUALCOMM INC,479,55.55,"26,608.45"
9/4/15,VLLV,STR,748356102,QUESTAR CORP,1415,18.87,"26,701.05"
9/4/15,VLLV,RTN,755111507,RAYTHEON COMPANY,329,104.53,"34,390.37"
9/4/15,VLLV,COL,774341101,ROCKWELL COLLINS INC,417,82.1,"34,235.70"
9/4/15,VLLV,ROP,776696106,ROPER TECHNOLOGIES INC,233,158.74,"36,986.42"
9/4/15,VLLV,RDS/B,780259107,ROYAL DUTCH SHELL-SPON ADR-B,540,50.79,"27,426.60"
9/4/15,VLLV,SNY,80105N105,SANOFI-ADR,774,49.57,"38,367.18"
9/4/15,VLLV,SHW,824348106,SHERWIN-WILLIAMS CO/THE,134,255.87,"34,286.58"
9/4/15,VLLV,SIAL,826552101,SIGMA-ALDRICH CORP,255,139.56,"35,587.80"
9/4/15,VLLV,SJM,832696405,JM SMUCKER CO/THE,356,116.88,"41,609.28"
9/4/15,VLLV,SBUX,855244109,STARBUCKS CORP,881,54.69,"48,181.89"
9/4/15,VLLV,SYK,863667101,STRYKER CORP,378,96.68,"36,545.04"
9/4/15,VLLV,SNPS,871607107,SYNOPSYS INC,828,47.14,"39,031.92"
9/4/15,VLLV,SYY,871829107,SYSCO CORP,889,39.91,"35,479.99"
9/4/15,VLLV,TJX,872540109,TJX COMPANIES INC,522,71.44,"37,291.68"
9/4/15,VLLV,TGT,8.76E+110,TARGET CORP,451,77.45,"34,929.95"
9/4/15,VLLV,TEVA,881624209,TEVA PHARMACEUTICAL-SP ADR,635,64.12,"40,716.20"
9/4/15,VLLV,TXN,882508104,TEXAS INSTRUMENTS INC,674,47.46,"31,988.04"
9/4/15,VLLV,MMM,88579Y101,3M CO,220,141.74,"31,182.80"
9/4/15,VLLV,TR,890516107,TOOTSIE ROLL INDS,1230,31.22,"38,400.60"
9/4/15,VLLV,TMK,891027104,TORCHMARK CORP,665,57.68,"38,357.20"
9/4/15,VLLV,TOT,8.92E+113,TOTAL SA-SPON ADR,732,45.53,"33,327.96"
9/4/15,VLLV,TRP,89353D107,TRANSCANADA CORP,761,33.62,"25,584.82"
9/4/15,VLLV,TRV,8.94E+113,TRAVELERS COS INC/THE,338,99.37,"33,587.06"
9/4/15,VLLV,UL,904767704,UNILEVER PLC-SPONSORED ADR,894,39.99,"35,751.06"
9/4/15,VLLV,UNP,907818108,UNION PACIFIC CORP,311,85.7,"26,652.70"
9/4/15,VLLV,UPS,911312106,UNITED PARCEL SERVICE-CL B,325,96.77,"31,450.25"
9/4/15,VLLV,UTX,913017109,UNITED TECHNOLOGIES CORP,313,91.91,"28,767.83"
9/4/15,VLLV,UNH,91324P102,UNITEDHEALTH GROUP INC,353,113.99,"40,238.47"
9/4/15,VLLV,VAR,92220P105,VARIAN MEDICAL SYSTEMS INC,411,80.75,"33,188.25"
9/4/15,VLLV,VZ,92343V104,VERIZON COMMUNICATIONS INC,742,45.72,"33,924.24"
9/4/15,VLLV,V,92826C839,VISA INC-CLASS A SHARES,542,70.4,"38,156.80"
9/4/15,VLLV,WGL,92924F106,WGL HOLDINGS INC,650,53.13,"34,534.50"
9/4/15,VLLV,WEC,92939U106,WEC ENERGY GROUP INC,663,47.02,"31,174.26"
9/4/15,VLLV,WMT,931142103,WAL-MART STORES INC,404,64.86,"26,203.44"
9/4/15,VLLV,WM,94106L109,WASTE MANAGEMENT INC,681,50.28,"34,240.68"
9/4/15,VLLV,WMK,948849104,WEIS MARKETS INC,758,42.19,"31,980.02"
9/4/15,VLLV,XEL,98389B100,XCEL ENERGY INC,1066,33.29,"35,487.14"
9/4/15,VLLV,ZBH,98956P102,ZIMMER BIOMET HOLDINGS INC,301,102.09,"30,729.09"
9/4/15,VLLV,DOX,G02602103,AMDOCS LTD,728,56.86,"41,394.08"
9/4/15,VLLV,AON,G0408V102,AON PLC,376,91.45,"34,385.20"
9/4/15,VLLV,ACGL,G0450A105,ARCH CAPITAL GROUP LTD,599,68.94,"41,295.06"
9/4/15,VLLV,ACN,G1151C101,ACCENTURE PLC-CL A,403,95.61,"38,530.83"
9/4/15,VLLV,RE,G3223R108,EVEREST RE GROUP LTD,207,174.91,"36,206.37"
9/4/15,VLLV,MDT,G5960L103,MEDTRONIC PLC,490,69.98,"34,290.20"
9/4/15,VLLV,ACE,H0023R105,ACE LTD,313,101.67,"31,822.71"
9/4/15,VLLV,,,BANK OF NEW YORK CASH RESERVE,21092.86,1,"21,092.86"
9/4/15,XLY,GM,,,,,
9/4/15,XLY,UAA,,,,,
9/4/15,XLY,M,,,,,
9/4/15,XLY,UA,,,,,
9/4/15,XLY,LB,,,,,
9/4/15,XLY,CCL,,,,,
9/4/15,XLY,F,,,,,
9/4/15,XLY,NWL,,,,,
9/4/15,XLY,LKQ,,,,,
9/4/15,XLY,LEN,,,,,
9/4/15,XLY,MHK,,,,,
9/4/15,XLY,NCLH,,,,,
9/4/15,XLY,HOG,,,,,
9/4/15,XLY,GPS,,,,,
9/4/15,XLY,KMX,,,,,
9/4/15,XLY,HBI,,,,,
9/4/15,XLY,CPRI,,,,,
9/4/15,XLY,KSS,,,,,
9/4/15,XLY,RCL,,,,,
9/4/15,XLY,TGT,,,,,
9/4/15,XLY,JWN,,,,,
9/4/15,XLY,HD,,,,,
9/4/15,XLY,GPC,,,,,
9/4/15,XLY,AZO,,,,,
9/4/15,XLY,DHI,,,,,
9/4/15,XLY,WHR,,,,,
9/4/15,XLY,DLTR,,,,,
9/4/15,XLY,SBUX,,,,,
9/4/15,XLY,BWA,,,,,
9/4/15,XLY,MCD,,,,,
9/4/15,XLY,HRB,,,,,
9/4/15,XLY,ULTA,,,,,
9/4/15,XLY,LVS,,,,,
9/4/15,XLY,AMZN,,,,,
9/4/15,XLY,TPR,,,,,
9/4/15,XLY,MGM,,,,,
9/4/15,XLY,DRI,,,,,
9/4/15,XLY,BBY,,,,,
9/4/15,XLY,ORLY,,,,,
9/4/15,XLY,YUM,,,,,
9/4/15,XLY,NVR,,,,,
9/4/15,XLY,CMG,,,,,
9/4/15,XLY,PHM,,,,,
9/4/15,XLY,PVH,,,,,
9/4/15,XLY,LEG,,,,,
9/4/15,XLY,VFC,,,,,
9/4/15,XLY,TJX,,,,,
9/4/15,XLY,TSCO,,,,,
9/4/15,XLY,AAP,,,,,
9/4/15,XLY,LOW,,,,,
9/4/15,XLY,NKE,,,,,
9/4/15,XLY,GRMN,,,,,
9/4/15,XLY,EBAY,,,,,
9/4/15,XLY,DG,,,,,
9/4/15,XLY,EXPE,,,,,
9/4/15,XLY,WYNN,,,,,
9/4/15,XLY,BKNG,,,,,
9/4/15,XLY,RL,,,,,
9/4/15,XLY,MAR,,,,,
9/4/15,XLY,HAS,,,,,
9/4/15,XLY,APTV,,,,,
9/4/15,XLY,HLT,,,,,
9/4/15,XLY,TIF,,,,,
9/4/15,XLY,ROST,,,,,
9/4/15,XLP,WBA,,,,,
9/4/15,XLP,ADM,,,,,
9/4/15,XLP,KHC,,,,,
9/4/15,XLP,KR,,,,,
9/4/15,XLP,KMB,,,,,
9/4/15,XLP,TSN,,,,,
9/4/15,XLP,WMT,,,,,
9/4/15,XLP,PM,,,,,
9/4/15,XLP,GIS,,,,,
9/4/15,XLP,MDLZ,,,,,
9/4/15,XLP,MO,,,,,
9/4/15,XLP,K,,,,,
9/4/15,XLP,CL,,,,,
9/4/15,XLP,PEP,,,,,
9/4/15,XLP,PG,,,,,
9/4/15,XLP,EL,,,,,
9/4/15,XLP,MNST,,,,,
9/4/15,XLP,KO,,,,,
9/4/15,XLP,COST,,,,,
9/4/15,XLP,HSY,,,,,
9/4/15,XLP,STZ,,,,,
9/4/15,XLP,CLX,,,,,
9/4/15,XLP,SYY,,,,,
9/4/15,XLP,CHD,,,,,
9/4/15,XLP,MKC,,,,,
9/4/15,XLE,MPC,,,,,
9/4/15,XLE,BKR,,,,,
9/4/15,XLE,HAL,,,,,
9/4/15,XLE,SLB,,,,,
9/4/15,XLE,XOM,,,,,
9/4/15,XLE,NOV,,,,,
9/4/15,XLE,PSX,,,,,
9/4/15,XLE,HP,,,,,
9/4/15,XLE,CVX,,,,,
9/4/15,XLE,VLO,,,,,
9/4/15,XLE,APA,,,,,
9/4/15,XLE,NBL,,,,,
9/4/15,XLE,KMI,,,,,
9/4/15,XLE,OXY,,,,,
9/4/15,XLE,FTI,,,,,
9/4/15,XLE,WMB,,,,,
9/4/15,XLE,FANG,,,,,
9/4/15,XLE,HFC,,,,,
9/4/15,XLE,MRO,,,,,
9/4/15,XLE,DVN,,,,,
9/4/15,XLE,CXO,,,,,
9/4/15,XLE,OKE,,,,,
9/4/15,XLE,HES,,,,,
9/4/15,XLE,XEC,,,,,
9/4/15,XLE,EOG,,,,,
9/4/15,XLE,COP,,,,,
9/4/15,XLE,COG,,,,,
9/4/15,XLE,PXD,,,,,
9/4/15,XLF,PBCT,,,,,
9/4/15,XLF,FITB,,,,,
9/4/15,XLF,CMA,,,,,
9/4/15,XLF,SIVB,,,,,
9/4/15,XLF,BK,,,,,
9/4/15,XLF,PNC,,,,,
9/4/15,XLF,CFG,,,,,
9/4/15,XLF,UNM,,,,,
9/4/15,XLF,ZION,,,,,
9/4/15,XLF,PRU,,,,,
9/4/15,XLF,HBAN,,,,,
9/4/15,XLF,MS,,,,,
9/4/15,XLF,COF,,,,,
9/4/15,XLF,XLF,,,,,
9/4/15,XLF,RF,,,,,
9/4/15,XLF,KEY,,,,,
9/4/15,XLF,WFC,,,,,
9/4/15,XLF,C,,,,,
9/4/15,XLF,DFS,,,,,
9/4/15,XLF,GS,,,,,
9/4/15,XLF,MET,,,,,
9/4/15,XLF,USB,,,,,
9/4/15,XLF,SYF,,,,,
9/4/15,XLF,LNC,,,,,
9/4/15,XLF,BAC,,,,,
9/4/15,XLF,JPM,,,,,
9/4/15,XLF,STT,,,,,
9/4/15,XLF,MTB,,,,,
9/4/15,XLF,NTRS,,,,,
9/4/15,XLF,PGR,,,,,
9/4/15,XLF,PFG,,,,,
9/4/15,XLF,AFL,,,,,
9/4/15,XLF,TRV,,,,,
9/4/15,XLF,AIG,,,,,
9/4/15,XLF,TFC,,,,,
9/4/15,XLF,BLK,,,,,
9/4/15,XLF,FRC,,,,,
9/4/15,XLF,RJF,,,,,
9/4/15,XLF,RE,,,,,
9/4/15,XLF,AIZ,,,,,
9/4/15,XLF,BRK.B,,,,,
9/4/15,XLF,BEN,,,,,
9/4/15,XLF,L,,,,,
9/4/15,XLF,IVZ,,,,,
9/4/15,XLF,AXP,,,,,
9/4/15,XLF,CB,,,,,
9/4/15,XLF,HIG,,,,,
9/4/15,XLF,CINF,,,,,
9/4/15,XLF,ALL,,,,,
9/4/15,XLF,GL,,,,,
9/4/15,XLF,WRB,,,,,
9/4/15,XLF,ETFC,,,,,
9/4/15,XLF,MMC,,,,,
9/4/15,XLF,AJG,,,,,
9/4/15,XLF,AMP,,,,,
9/4/15,XLF,MSCI,,,,,
9/4/15,XLF,AON,,,,,
9/4/15,XLF,TROW,,,,,
9/4/15,XLF,ICE,,,,,
9/4/15,XLF,SCHW,,,,,
9/4/15,XLF,WLTW,,,,,
9/4/15,XLF,NDAQ,,,,,
9/4/15,XLF,MKTX,,,,,
9/4/15,XLF,CBOE,,,,,
9/4/15,XLF,CME,,,,,
9/4/15,XLF,MCO,,,,,
9/4/15,XLF,SPGI,,,,,
9/4/15,XLV,JNJ,,,,,
9/4/15,XLV,ABT,,,,,
9/4/15,XLV,CVS,,,,,
9/4/15,XLV,UNH,,,,,
9/4/15,XLV,CI,,,,,
9/4/15,XLV,ABBV,,,,,
9/4/15,XLV,PFE,,,,,
9/4/15,XLV,ANTM,,,,,
9/4/15,XLV,BIIB,,,,,
9/4/15,XLV,ISRG,,,,,
9/4/15,XLV,AGN,,,,,
9/4/15,XLV,MRK,,,,,
9/4/15,XLV,GILD,,,,,
9/4/15,XLV,MDT,,,,,
9/4/15,XLV,BSX,,,,,
9/4/15,XLV,BMY,,,,,
9/4/15,XLV,VRTX,,,,,
9/4/15,XLV,ILMN,,,,,
9/4/15,XLV,AMGN,,,,,
9/4/15,XLV,SYK,,,,,
9/4/15,XLV,LLY,,,,,
9/4/15,XLV,BDX,,,,,
9/4/15,XLV,DHR,,,,,
9/4/15,XLV,ZTS,,,,,
9/4/15,XLV,TMO,,,,,
9/4/15,VIS,TISI,,,,,
9/4/15,VIS,BGG,,,,,
9/4/15,VIS,BE,,,,,
9/4/15,VIS,BECN,,,,,
9/4/15,VIS,VRTV,,,,,
9/4/15,VIS,TGI,,,,,
9/4/15,VIS,ACM,,,,,
9/4/15,VIS,REVG,,,,,
9/4/15,VIS,NAV,,,,,
9/4/15,VIS,RRD,,,,,
9/4/15,VIS,AFI,,,,,
9/4/15,VIS,FLR,,,,,
9/4/15,VIS,TPC,,,,,
9/4/15,VIS,UNVR,,,,,
9/4/15,VIS,QUAD,,,,,
9/4/15,VIS,TPIC,,,,,
9/4/15,VIS,WCC,,,,,
9/4/15,VIS,PBI,,,,,
9/4/15,VIS,DNOW,,,,,
9/4/15,VIS,NNBR,,,,,
9/4/15,VIS,ACCO,,,,,
9/4/15,VIS,MAXR,,,,,
9/4/15,VIS,GTES,,,,,
9/4/15,VIS,J,,,,,
9/4/15,VIS,AEGN,,,,,
9/4/15,VIS,HUBG,,,,,
9/4/15,VIS,AAL,,,,,
9/4/15,VIS,EGLE,,,,,
9/4/15,VIS,USX,,,,,
9/4/15,VIS,MTW,,,,,
9/4/15,VIS,CVEO,,,,,
9/4/15,VIS,UAL,,,,,
9/4/15,VIS,ADT,,,,,
9/4/15,VIS,HTZ,,,,,
9/4/15,VIS,DSKE,,,,,
9/4/15,VIS,BLDR,,,,,
9/4/15,VIS,AAWW,,,,,
9/4/15,VIS,NLSN,,,,,
9/4/15,VIS,CIR,,,,,
9/4/15,VIS,NX,,,,,
9/4/15,VIS,MRC,,,,,
9/4/15,VIS,CFX,,,,,
9/4/15,VIS,ATRO,,,,,
9/4/15,VIS,TBI,,,,,
9/4/15,VIS,SRCL,,,,,
9/4/15,VIS,GBX,,,,,
9/4/15,VIS,TWI,,,,,
9/4/15,VIS,JCI,,,,,
9/4/15,VIS,BMCH,,,,,
9/4/15,VIS,RECN,,,,,
9/4/15,VIS,AGX,,,,,
9/4/15,VIS,BV,,,,,
9/4/15,VIS,UPWK,,,,,
9/4/15,VIS,GNK,,,,,
9/4/15,VIS,MATW,,,,,
9/4/15,VIS,BLBD,,,,,
9/4/15,VIS,CASH,,,,,
9/4/15,VIS,VSLR,,,,,
9/4/15,VIS,FBM,,,,,
9/4/15,VIS,HSC,,,,,
9/4/15,VIS,WNC,,,,,
9/4/15,VIS,AQUA,,,,,
9/4/15,VIS,JBLU,,,,,
9/4/15,VIS,KAR,,,,,
9/4/15,VIS,MAN,,,,,
9/4/15,VIS,ETN,,,,,
9/4/15,VIS,ROAD,,,,,
9/4/15,VIS,ABM,,,,,
9/4/15,VIS,PSN,,,,,
9/4/15,VIS,TDY,,,,,
9/4/15,VIS,ADSW,,,,,
9/4/15,VIS,TRN,,,,,
9/4/15,VIS,R,,,,,
9/4/15,VIS,TNET,,,,,
9/4/15,VIS,MIC,,,,,
9/4/15,VIS,TITN,,,,,
9/4/15,VIS,DY,,,,,
9/4/15,VIS,TRTN,,,,,
9/4/15,VIS,RUSHB,,,,,
9/4/15,VIS,MSM,,,,,
9/4/15,VIS,RLGT,,,,,
9/4/15,VIS,XPO,,,,,
9/4/15,VIS,SCS,,,,,
9/4/15,VIS,AMRC,,,,,
9/4/15,VIS,DAL,,,,,
9/4/15,VIS,NPK,,,,,
9/4/15,VIS,HCSG,,,,,
9/4/15,VIS,RUSHA,,,,,
9/4/15,VIS,HNI,,,,,
9/4/15,VIS,CVTI,,,,,
9/4/15,VIS,ST,,,,,
9/4/15,VIS,REZI,,,,,
9/4/15,VIS,ASTE,,,,,
9/4/15,VIS,CBZ,,,,,
9/4/15,VIS,MTOR,,,,,
9/4/15,VIS,GVA,,,,,
9/4/15,VIS,IESC,,,,,
9/4/15,VIS,GFF,,,,,
9/4/15,VIS,MATX,,,,,
9/4/15,VIS,ALK,,,,,
9/4/15,VIS,CAI,,,,,
9/4/15,VIS,MAS,,,,,
9/4/15,VIS,AL,,,,,
9/4/15,VIS,GMS,,,,,
9/4/15,VIS,AYR,,,,,
9/4/15,VIS,PLOW,,,,,
9/4/15,VIS,FORR,,,,,
9/4/15,VIS,HA,,,,,
9/4/15,VIS,EPAC,,,,,
9/4/15,VIS,KELYA,,,,,
9/4/15,VIS,EFX,,,,,
9/4/15,VIS,CAR,,,,,
9/4/15,VIS,PKOH,,,,,
9/4/15,VIS,ECHO,,,,,
9/4/15,VIS,TXT,,,,,
9/4/15,VIS,CMI,,,,,
9/4/15,VIS,KMT,,,,,
9/4/15,VIS,FLOW,,,,,
9/4/15,VIS,CHRW,,,,,
9/4/15,VIS,JELD,,,,,
9/4/15,VIS,EAF,,,,,
9/4/15,VIS,HDS,,,,,
9/4/15,VIS,RXN,,,,,
9/4/15,VIS,HY,,,,,
9/4/15,VIS,PCAR,,,,,
9/4/15,VIS,RUN,,,,,
9/4/15,VIS,PLUG,,,,,
9/4/15,VIS,DXPE,,,,,
9/4/15,VIS,HRI,,,,,
9/4/15,VIS,ARCB,,,,,
9/4/15,VIS,WSC,,,,,
9/4/15,VIS,TRS,,,,,
9/4/15,VIS,DE,,,,,
9/4/15,VIS,LUV,,,,,
9/4/15,VIS,VSEC,,,,,
9/4/15,VIS,WLDN,,,,,
9/4/15,VIS,AMWD,,,,,
9/4/15,VIS,FCN,,,,,
9/4/15,VIS,WMS,,,,,
9/4/15,VIS,CVA,,,,,
9/4/15,VIS,GATX,,,,,
9/4/15,VIS,ATKR,,,,,
9/4/15,VIS,GDI,,,,,
9/4/15,VIS,OSK,,,,,
9/4/15,VIS,CNR,,,,,
9/4/15,VIS,HURN,,,,,
9/4/15,VIS,CAT,,,,,
9/4/15,VIS,MYRG,,,,,
9/4/15,VIS,AIT,,,,,
9/4/15,VIS,ULH,,,,,
9/4/15,VIS,KNX,,,,,
9/4/15,VIS,RBC,,,,,
9/4/15,VIS,PNR,,,,,
9/4/15,VIS,MLHR,,,,,
9/4/15,VIS,JBHT,,,,,
9/4/15,VIS,FTV,,,,,
9/4/15,VIS,THR,,,,,
9/4/15,VIS,MTZ,,,,,
9/4/15,VIS,LMT,,,,,
9/4/15,VIS,AOS,,,,,
9/4/15,VIS,DLX,,,,,
9/4/15,VIS,IAA,,,,,
9/4/15,VIS,SP,,,,,
9/4/15,VIS,MLI,,,,,
9/4/15,VIS,URI,,,,,
9/4/15,VIS,KFY,,,,,
9/4/15,VIS,OC,,,,,
9/4/15,VIS,AGCO,,,,,
9/4/15,VIS,HON,,,,,
9/4/15,VIS,ATSG,,,,,
9/4/15,VIS,ROCK,,,,,
9/4/15,VIS,IIIN,,,,,
9/4/15,VIS,KFRC,,,,,
9/4/15,VIS,DCO,,,,,
9/4/15,VIS,SPXC,,,,,
9/4/15,VIS,WBC,,,,,
9/4/15,VIS,FLS,,,,,
9/4/15,VIS,NVT,,,,,
9/4/15,VIS,UPS,,,,,
9/4/15,VIS,MINI,,,,,
9/4/15,VIS,CSX,,,,,
9/4/15,VIS,INFO,,,,,
9/4/15,VIS,HSII,,,,,
9/4/15,VIS,SNA,,,,,
9/4/15,VIS,AIMC,,,,,
9/4/15,VIS,EME,,,,,
9/4/15,VIS,MG,,,,,
9/4/15,VIS,SAVE,,,,,
9/4/15,VIS,HEES,,,,,
9/4/15,VIS,CMCO,,,,,
9/4/15,VIS,SNDR,,,,,
9/4/15,VIS,EMR,,,,,
9/4/15,VIS,ITW,,,,,
9/4/15,VIS,NVEE,,,,,
9/4/15,VIS,TILE,,,,,
9/4/15,VIS,KTOS,,,,,
9/4/15,VIS,MRCY,,,,,
9/4/15,VIS,KEX,,,,,
9/4/15,VIS,EBF,,,,,
9/4/15,VIS,GFN,,,,,
9/4/15,VIS,GD,,,,,
9/4/15,VIS,ASGN,,,,,
9/4/15,VIS,NSP,,,,,
9/4/15,VIS,IR,,,,,
9/4/15,VIS,DOV,,,,,
9/4/15,VIS,KNL,,,,,
9/4/15,VIS,TKR,,,,,
9/4/15,VIS,UTX,,,,,
9/4/15,VIS,MMM,,,,,
9/4/15,VIS,NPO,,,,,
9/4/15,VIS,AVAV,,,,,
9/4/15,VIS,APOG,,,,,
9/4/15,VIS,PKE,,,,,
9/4/15,VIS,SKYW,,,,,
9/4/15,VIS,LII,,,,,
9/4/15,VIS,CSL,,,,,
9/4/15,VIS,GTLS,,,,,
9/4/15,VIS,AZZ,,,,,
9/4/15,VIS,CWST,,,,,
9/4/15,VIS,AJRD,,,,,
9/4/15,VIS,ROLL,,,,,
9/4/15,VIS,UFPI,,,,,
9/4/15,VIS,POWL,,,,,
9/4/15,VIS,HI,,,,,
9/4/15,VIS,RTN,,,,,
9/4/15,VIS,LYFT,,,,,
9/4/15,VIS,PRIM,,,,,
9/4/15,VIS,NSC,,,,,
9/4/15,VIS,NOC,,,,,
9/4/15,VIS,LECO,,,,,
9/4/15,VIS,LDL,,,,,
9/4/15,VIS,RHI,,,,,
9/4/15,VIS,CLH,,,,,
9/4/15,VIS,GWW,,,,,
9/4/15,VIS,GE,,,,,
9/4/15,VIS,TEX,,,,,
9/4/15,VIS,FSS,,,,,
9/4/15,VIS,ERII,,,,,
9/4/15,VIS,FDX,,,,,
9/4/15,VIS,ARNC,,,,,
9/4/15,VIS,SAIA,,,,,
9/4/15,VIS,UNP,,,,,
9/4/15,VIS,KAMN,,,,,
9/4/15,VIS,FAST,,,,,
9/4/15,VIS,MWA,,,,,
9/4/15,VIS,WBT,,,,,
9/4/15,VIS,MOG.A,,,,,
9/4/15,VIS,MIDD,,,,,
9/4/15,VIS,TDG,,,,,
9/4/15,VIS,ITT,,,,,
9/4/15,VIS,RSG,,,,,
9/4/15,VIS,PWR,,,,,
9/4/15,VIS,CPRT,,,,,
9/4/15,VIS,PGTI,,,,,
9/4/15,VIS,WSO,,,,,
9/4/15,VIS,VMI,,,,,
9/4/15,VIS,KBAL,,,,,
9/4/15,VIS,FELE,,,,,
9/4/15,VIS,WTS,,,,,
9/4/15,VIS,CR,,,,,
9/4/15,VIS,ALSN,,,,,
9/4/15,VIS,WIRE,,,,,
9/4/15,VIS,BRC,,,,,
9/4/15,VIS,BBSI,,,,,
9/4/15,VIS,WERN,,,,,
9/4/15,VIS,BA,,,,,
9/4/15,VIS,PH,,,,,
9/4/15,VIS,GNRC,,,,,
9/4/15,VIS,KAI,,,,,
9/4/15,VIS,DOOR,,,,,
9/4/15,VIS,WM,,,,,
9/4/15,VIS,CBPX,,,,,
9/4/15,VIS,SWK,,,,,
9/4/15,VIS,HCCI,,,,,
9/4/15,VIS,HII,,,,,
9/4/15,VIS,AYI,,,,,
9/4/15,VIS,AIR,,,,,
9/4/15,VIS,ALGT,,,,,
9/4/15,VIS,FBHS,,,,,
9/4/15,VIS,XYL,,,,,
9/4/15,VIS,CRAI,,,,,
9/4/15,VIS,ACA,,,,,
9/4/15,VIS,MRTN,,,,,
9/4/15,VIS,WWD,,,,,
9/4/15,VIS,SXI,,,,,
9/4/15,VIS,EXPD,,,,,
9/4/15,VIS,LSTR,,,,,
9/4/15,VIS,EVI,,,,,
9/4/15,VIS,CMPR,,,,,
9/4/15,VIS,ENS,,,,,
9/4/15,VIS,TNC,,,,,
9/4/15,VIS,HTLD,,,,,
9/4/15,VIS,FIX,,,,,
9/4/15,VIS,HUBB,,,,,
9/4/15,VIS,ICFI,,,,,
9/4/15,VIS,GRC,,,,,
9/4/15,VIS,ROL,,,,,
9/4/15,VIS,SITE,,,,,
9/4/15,VIS,VVI,,,,,
9/4/15,VIS,SPR,,,,,
9/4/15,VIS,MGRC,,,,,
9/4/15,VIS,IEX,,,,,
9/4/15,VIS,SYX,,,,,
9/4/15,VIS,RAVN,,,,,
9/4/15,VIS,MSA,,,,,
9/4/15,VIS,AIN,,,,,
9/4/15,VIS,WCN,,,,,
9/4/15,VIS,DCI,,,,,
9/4/15,VIS,GGG,,,,,
9/4/15,VIS,PATK,,,,,
9/4/15,VIS,ROK,,,,,
9/4/15,VIS,NDSN,,,,,
9/4/15,VIS,CW,,,,,
9/4/15,VIS,SSD,,,,,
9/4/15,VIS,PRLB,,,,,
